Item Name,Price,Quantity,Date
SOJAGURT NATUR,1.39,2,09.01.2025
CORNFLAKES,1.69,1,09.01.2025
SULTANINEN,1.19,2,09.01.2025
BRATOEL,2.85,1,09.01.2025
