Item Name,Price,Quantity,Date
SOYADESS.VANILLE,2.19,1,25.04.2025
SOYADESS.SCHOKO,2.19,1,25.04.2025
SOJAGURT NATUR,1.39,4,25.04.2025
BRUSCH.ROAST.GA.,1.99,1,25.04.2025
