Item Name,Price,Quantity,Date
PASSIERTE TOMATE,1.19,2,2025-02-07
STUECKIGE TOMATE,1.19,2,2025-02-07
SOJAGURT NATUR,1.39,4,2025-02-08
VEGANE SCHNITZEL,3.39,1,2025-02-08
SULTANINEN,1.19,4,2025-02-08
SOFT CAKE ORANGE,1.29,1,2025-02-08
BE HAPPY TEE,2.99,1,2025-02-08
CHIPSF.UNGA.,2.79,1,2025-02-10
BANANENCHIPS,1.79,1,2025-02-11
SOJAGURT NATUR,1.39,3,2025-02-11
KAROTTE REWE PP,0.99,1,2025-02-13
BIO EIER KL. S-L,2.99,1,2025-02-13
MILDESSA 3 MIN.,2.19,1,2025-02-13
MERCI MOU.CHOC,2.79,1,2025-02-13
SOJAGURT NATUR,1.39,4,2025-02-14
BIO HAFERKLEIE,1.89,1,2025-02-14
CORNFLAKES,1.69,1,2025-02-14
MAULTASCHEN VEG.,1.49,1,2025-02-17
CHINAKOHL BW,1.99,1.996,2025-02-17
GURKE BIO,0.99,1,2025-02-17
SOJAGURT NATUR,1.39,4,2025-02-17
ERDN.GER.+GES.,8.99,1,2025-02-17
FA,0.99,1,2025-02-17
DG DIVINE MOMENT,0.99,1,2025-02-17
BIO PESTO VERDE,2.49,1,2025-02-18
CURRY PASTE ROT,1.39,1,2025-02-18
FRO.AL.VER.SPUEL,1.99,1,2025-02-18
KARTOFFELN BIO,2.99,1,2025-02-18
ZWIEBEL ROT,1.19,1,2025-02-18
SOJAGURT NATUR,1.39,4,2025-02-18
KOKOSM.CREMIG,1.29,2,2025-02-18
SOJAGURT NATUR,1.39,4,2025-02-21
CORNFLAKES,1.69,1,2025-02-21
SULTANINEN,1.19,1,2025-02-21
BIO SULTANINEN,1.09,3,2025-02-21
BACKKAKAO,2.19,2,2025-02-21
VEG. MINI-MAULT.,1.49,1,2025-02-22
SOJAGURT NATUR,1.39,3,2025-02-22
HERINGSFILET TER,1.11,2,2025-02-22
PASSIERTE TOMATE,1.19,2,2025-02-22
NATURALS ROSMARI,2.19,1,2025-02-22
SOJAGURT NATUR,1.39,1,2025-02-24
SERB.BOHNENSUPPE,3.39,1,2025-02-24
BOHNEN-EINTOPF,3.39,1,2025-02-24
LINSEN-EINTOPF,3.39,1,2025-02-24
BIO PESTO VERDE,2.49,2,2025-02-24
CHINAKOHL BW,1.29,0.874,2025-02-25
SOJAGURT NATUR,1.39,5,2025-02-25
BIO HAFERKLEIE,1.89,1,2025-02-25
MUELLBEUTEL 35L,1.19,1,2025-02-25
SOJAGURT NATUR,1.39,3,2025-02-26
KINDERSCHOKOLADE,1.29,1,2025-02-26
BANANE,1.99,1.42,2025-02-27
NUSSKERNMISCHUNG,2.99,1,2025-02-27
APFELCHIPS BIO,2.49,1,2025-02-27
PAPRIKA MIX ESP,2.99,1,2025-02-27
BE HAPPY TEE,2.99,1,2025-02-27
BANANENCHIPS,2.49,1,2025-02-28
SOJAGURT NATUR,1.39,4,2025-02-28
GEMUESE RAVIOLI,1.99,2,2025-02-28
ORIENTAL,1.99,1,2025-02-28
ZWIEBEL ROT,1.19,1,2025-03-01
CORNFLAKES,1.59,1,2025-03-01
KARTOFFELN,2.49,1,2025-03-03
SOJAGURT NATUR,1.39,3,2025-03-03
SULTANINEN,1.19,4,2025-03-03
BACKKAKAO,2.19,1,2025-03-03
MAGNESIUM,2.69,4,2025-03-03
COCA COLA ZERO,1.29,1,2025-03-03
"PFAND 0,25 EURO",0.25,1,2025-03-03
KAROTTE BIO,1.49,1,2025-03-05
PORREE,0.69,2,2025-03-05
SOJAGURT NATUR,1.39,4,2025-03-05
PATNA REIS LOSE,3.29,1,2025-03-05
GETR. TOMATEN,1.99,1,2025-03-05
KOKOSM.CREMIG,1.29,2,2025-03-05
STUECKIGE TOMATE,1.19,2,2025-03-05
ERDN.GER.+GES.,8.99,2,2025-03-05
"2x Porree = 1,00",-0.38,1,2025-03-05
SOJAGURT NATUR,1.39,4,2025-03-06
CORNFLAKES,1.59,1,2025-03-06
SULTANINEN,1.19,2,2025-03-06
SOJAGURT NATUR,1.39,4,2025-03-08
KAKAO,3.79,1,2025-03-08
SOJAGURT NATUR,1.39,4,2025-03-10
SOJAGURT NATUR,1.39,4,2025-03-12
BIO PESTO VERDE,2.49,3,2025-03-12
BIO KESSELCHIPS,1.99,1,2025-03-12
BANANE,1.99,1.234,2025-03-14
VEGANE SCHNITZEL,3.39,1,2025-03-14
BIO KESSELCHIPS,1.99,1,2025-03-14
SOJAGURT NATUR,1.39,4,2025-03-15
CORNFLAKES,1.59,1,2025-03-15
NUSSKERNMISCHUNG,2.99,1,2025-03-15
APFELCHIPS BIO,2.49,1,2025-03-15
ZUCCHINI BIO,1.29,1,2025-03-15
SOJAGURT NATUR,1.39,4,2025-03-17
SULTANINEN,1.19,4,2025-03-17
CURRYPASTE  KORM,4.29,1,2025-03-17
TANDOORI CURRY P,4.29,1,2025-03-17
BIO KESSELCHIPS,1.99,1,2025-03-17
ZARTBITTER 50%,1.79,1,2025-03-17
SOJAGURT NATUR,1.39,4,2025-03-19
REWE WOKMISCHUNG,1.99,1,2025-03-19
HOLLAEND.KAKAO,2.79,1,2025-03-19
SPAETZLETOPF,1.99,1,2025-03-19
SERB.BOHNENSUPPE,1.99,1,2025-03-19
GEMUESE RAVIOLI,1.99,2,2025-03-19
SOJAGURT NATUR,1.39,4,2025-03-20
BIO KESSELCHIPS,1.99,1,2025-03-20
BE HAPPY TEE,2.99,1,2025-03-20
ZWIEBEL ROT,0.75,1,2025-03-22
SOJAGURT NATUR,1.39,4,2025-03-22
BLATTSPINAT,2.39,1,2025-03-22
CORNFLAKES,1.59,1,2025-03-22
SULTANINEN,1.19,2,2025-03-22
HOLLAEND.KAKAO,2.79,1,2025-03-22
PASSIERTE TOMATE,1.19,2,2025-03-22
STUECKIGE TOMATE,1.19,2,2025-03-22
MAULTASCHEN VEG.,1.49,1,2025-03-25
KARTOFFEL,1.79,1,2025-03-25
WEISSKOHL,1.29,2.55,2025-03-25
KAROTTE BIO,1.69,1,2025-03-25
OFENFRISCH.PIZZA,2.22,1,2025-03-25
BIO KESSELCHIPS,1.99,1,2025-03-25
COCA COLA ZERO,1.19,1,2025-03-25
"PFAND 0,25 EURO",0.25,1,2025-03-25
SOJAGURT NATUR,1.39,4,2025-03-26
SOJAGURT NATUR,1.39,4,2025-03-27
COCA COLA ZERO,1.19,1,2025-03-27
"PFAND 0,25 EURO",0.25,1,2025-03-27
TOIPA 3LG RC,2.69,1,2025-03-27
TEMPO TASCHENT.,2.35,1,2025-03-27
BANANE,1.99,0.702,2025-03-28
BIO KESSELCHIPS,1.99,1,2025-03-28
COCA COLA ZERO,1.19,1,2025-03-28
"PFAND 0,25 EURO",0.25,1,2025-03-28
SOJAGURT NATUR,1.39,4,2025-03-29
CORNFLAKES,1.59,1,2025-03-29
SULTANINEN,1.19,3,2025-03-29
HOLLAEND.KAKAO,2.79,1,2025-03-29
BIO PESTO VERDE,2.49,2,2025-03-29
COCA COLA ZERO,1.19,1,2025-03-29
"PFAND 0,25 EURO",0.25,1,2025-03-29
RIFFELS NATURELL,1.49,1,2025-03-31
ORANGE 60%,1.99,1,2025-03-31
BANANENCHIPS,2.49,1,2025-04-01
SOJAGURT NATUR,1.39,4,2025-04-01
BIO HAFERKLEIE,1.89,1,2025-04-01
SOJAGURT NATUR,1.39,4,2025-04-03
BAMI GORENG,2.49,1,2025-04-03
VEGANE SCHNITZEL,3.39,1,2025-04-03
HOLLAEND.KAKAO,2.79,1,2025-04-03
KOKOSM.CREMIG,1.29,3,2025-04-03
ERDN.GER.+GES.,8.99,1,2025-04-03
BANANE,1.99,0.866,2025-04-05
BIO EIER KL. S-L,2.99,1,2025-04-05
SOJAGURT NATUR,1.39,2,2025-04-05
MAGNUM CLASSIC,2.99,1,2025-04-05
APFEL BANANE,2.39,1,2025-04-05
COLA ZERO KOFFEI,1.89,1,2025-04-05
"PFAND 0,25 EURO",0.25,1,2025-04-05
SOJAGURT NATUR,1.39,1,2025-04-07
DIJON SENF BIO,1.29,1,2025-04-07
COCA COLA ZERO,1.19,1,2025-04-07
"PFAND 0,25 EURO",0.25,1,2025-04-07
BIO EIER KL. S-L,2.99,1,2025-04-08
NIMM2 SOFT,1.99,1,2025-04-08
KUNTERBUNT,2.49,1,2025-04-08
HENGLEIN GNOCCHI,1.99,1,2025-04-08
KARTOFFEL,2.99,1,2025-04-08
PORREE,0.55,1,2025-04-08
CHAMPIGNONS BR,2.29,1,2025-04-08
SOJAGURT NATUR,1.39,1,2025-04-08
OLIV.GRUEN O.ST.,1.99,1,2025-04-08
SCHOKO TRIO,2.29,1,2025-04-09
COCA COLA ZERO,1.19,1,2025-04-09
"PFAND 0,25 EURO",0.25,1,2025-04-09
BANANE,1.99,0.892,2025-04-11
MANDELDRINK,1.79,1,2025-04-11
BIO HAFERKLEIE,1.89,1,2025-04-11
COCA COLA ZERO,1.19,1,2025-04-11
"PFAND 0,25 EURO",0.25,1,2025-04-11
SOJAGURT NATUR,1.39,3,2025-04-12
CORNFLAKES,1.45,1,2025-04-12
SULTANINEN,1.19,4,2025-04-12
BIO PESTO ROSSO,2.49,2,2025-04-12
BIO KESSELCHIPS,1.99,1,2025-04-12
SOJAGURT NATUR,1.39,4,2025-04-16
SERB.BOHNENSUPPE,1.99,2,2025-04-16
LINSEN-EINTOPF,1.99,2,2025-04-16
BIO PESTO ROSSO,2.49,3,2025-04-16
BANANE,1.79,1.388,2025-04-22
THOMY MAYONNAISE,1.59,1,2025-04-22
BIO KESSELCHIPS,1.99,1,2025-04-22
SOJAGURT NATUR,1.39,4,2025-04-22
TAGLIATELLE,1.99,1,2025-04-22
HOLLAEND.KAKAO,2.79,1,2025-04-22
BRATOEL,2.85,1,2025-04-22
COCA COLA ZERO,1.39,1,2025-04-22
"PFAND 0,25 EURO",0.25,1,2025-04-22
ZWIEBEL ROT,1.19,1,2025-04-25
RISPENTOMATE BIO,3.49,1,2025-04-25
AUBERGINE,1.19,1,2025-04-25
ZUCCHINI BIO,1.69,1,2025-04-25
BIO TOMATENS.BOL,1.89,1,2025-04-25
PESTO ALLA GENO.,3.59,1,2025-04-25
GETR. TOMATEN,1.99,1,2025-04-25
BE HAPPY TEE,2.99,1,2025-04-25
SOYADESS.VANILLE,2.19,1,2025-04-25
SOYADESS.SCHOKO,2.19,1,2025-04-25
SOJAGURT NATUR,1.39,4,2025-04-25
BRUSCH.ROAST.GA.,1.99,1,2025-04-25
GNOCCHI SPIN.BAS,1.79,1,2025-04-25
BIO EIER KL. S-L,2.99,1,2025-04-25
MANDELDRINK,1.79,1,2025-04-25
SOJAGURT NATUR,1.39,1,2025-04-25
BIO HAFERKLEIE,1.89,1,2025-04-25
SULTANINEN,1.19,3,2025-04-25
OLIV.GRUEN O.ST.,1.99,1,2025-04-25
COCA COLA ZERO,1.39,1,2025-04-25
"PFAND 0,25 EURO",0.25,1,2025-04-25
GNOCCHI,1.89,1,2025-04-28
SOJAGURT NATUR,1.39,4,2025-04-28
HAFERFL. ZART,0.69,1,2025-04-28
BIO HAFERKLEIE,1.89,1,2025-04-28
CORNFLAKES,1.45,1,2025-04-28
COCA COLA ZERO,1.11,1,2025-04-28
"PFAND 0,25 EURO",0.25,1,2025-04-28
SOJAGURT NATUR,1.39,4,2025-04-30
HAEHN.GESCHNETZE,2.79,1,2025-04-30
HOLLAEND.KAKAO,2.79,2,2025-04-30
Versch.Sorten,1.49,1,2025-04-30
COCA COLA ZERO,1.11,1,2025-04-30
"PFAND 0,25 EURO",0.25,1,2025-04-30
SOJAGURT NATUR,1.39,4,2025-05-02
BIO PESTO VERDE,2.49,3,2025-05-02
COCA COLA ZERO,1.11,1,2025-05-02
"PFAND 0,25 EURO",0.25,1,2025-05-02
SOJAGURT NATUR,1.39,4,2025-05-03
SULTANINEN,1.19,2,2025-05-03
Versch.Sorten,1.49,1,2025-05-03
COCA COLA ZERO,1.11,1,2025-05-03
"PFAND 0,25 EURO",0.25,1,2025-05-03
