Item Name,Price,Quantity,Date
HUEHNERNUDELTOPF,3.39,1,02.11.2024
ZIMT GEMAHLEN,3.69,1,02.11.2024
M&M S 250GR,3.99,1,02.11.2024
REWE Bio -5%,-0.2,1,02.11.2024
SOJAGHURT NATUR,0.95,1,04.11.2024
PAELLA,3.49,1,04.11.2024
PRINZENROLLE,2.29,1,04.11.2024
EIER FH RES S-L,1.89,1,05.11.2024
SOJAGHURT NATUR,0.95,2,05.11.2024
CORNFLAKES,1.69,1,05.11.2024
APFELMUS,1.89,1,05.11.2024
CHIPSFRISCH,1.29,1,05.11.2024
"Funny Frisch 1,11",-0.18,1,05.11.2024
BANANENCHIPS,2.49,1,06.11.2024
SOJAGURT NATUR,1.39,4,06.11.2024
HAEHNCHENPFANNE,3.69,1,06.11.2024
WEIZEN-VOLLKORNM,0.99,1,06.11.2024
RAPSKERNOEL,1.55,1,06.11.2024
REWE Bio -5%,-0.53,1,06.11.2024
SOYADESS.SCHOKO,2.19,1,07.11.2024
SOYADESS.VANILLE,2.19,1,07.11.2024
SCHOKOMUESLI,2.79,1,08.11.2024
SULTANINEN,1.19,3,08.11.2024
KAKAO,2.99,1,08.11.2024
HUEHNERNUDELTOPF,3.39,1,08.11.2024
REWE Bio -5%,-0.14,1,08.11.2024
GERAMONT CLASSIC,3.29,1,09.11.2024
SOJAGURT NATUR,1.39,3,09.11.2024
SOFT CAKE ORANGE,1.79,1,09.11.2024
REWE Bio -5%,-0.21,1,09.11.2024
GERAMONT CLASSIC,2.22,3,11.11.2024
ZITRONE BIO,1.39,1,11.11.2024
AUBERGINE,0.99,1,11.11.2024
SOJAGURT NATUR,1.39,1,11.11.2024
SCHINKEN-SAUERRA,1.99,1,11.11.2024
HERINGSFILET TER,1.99,1,11.11.2024
COCA COLA ZERO,1.19,1,11.11.2024
"PFAND 0,25 EURO",0.25,1,11.11.2024
ZC KARIESSCHUTZ,1.39,1,11.11.2024
OM3 MINZFRISCH,1.39,1,11.11.2024
REWE Bio -5%,-0.07,1,11.11.2024
"Ofenfrische 1,88",-0.11,1,11.11.2024
KARTOFFELN BIO,2.99,1,12.11.2024
KNOBLAUCH,1.29,1,12.11.2024
AUBERGINE,0.99,1,12.11.2024
SOJAGURT NATUR,1.39,3,12.11.2024
PASSIERTE TOMATE,1.19,1,12.11.2024
COCA COLA ZERO,1.19,1,12.11.2024
"PFAND 0,25 EURO",0.25,1,12.11.2024
REWE Bio -5%,-0.36,1,12.11.2024
"BIO FR.MILCH 3,8",1.25,1,14.11.2024
SOJAGHURT NATUR,0.95,3,14.11.2024
SCHOKOMUESLI,2.79,1,14.11.2024
BIO PORR. BEERE,2.99,2,14.11.2024
HERINGSFILET TER,1.99,1,14.11.2024
COCA COLA ZERO,1.19,1,14.11.2024
"PFAND 0,25 EURO",0.25,1,14.11.2024
OBLATEN,2.39,1,14.11.2024
REWE Bio -5%,-0.5,1,14.11.2024
GERAMONT CLASSIC,2.22,2,16.11.2024
AUBERGINE BIO,0.88,2,16.11.2024
SOJAGURT NATUR,1.39,2,16.11.2024
HUEHNERNUDELTOPF,1.99,1,16.11.2024
STUECKIGE TOMATE,1.19,1,16.11.2024
COCA COLA ZERO,1.19,1,16.11.2024
"PFAND 0,25 EURO",0.25,1,16.11.2024
LEERG. MW V. ST,-0.75,1,16.11.2024
REWE Bio -5%,-0.23,1,16.11.2024
BIO EIER KL. S-L,2.59,1,18.11.2024
"BIO FR.MILCH 3,8",1.25,1,18.11.2024
HAFERFL. ZART,0.79,1,18.11.2024
OBLATEN,2.39,1,19.11.2024
TORT. TOM-MOZ,2.19,1,21.11.2024
SOJAGURT NATUR,1.39,3,21.11.2024
SOJAGHURT NATUR,0.95,1,22.11.2024
SULTANINEN,1.19,3,22.11.2024
TOFFIFEE 15ER,1.49,1,22.11.2024
SOFT CAKE ORANGE,1.79,1,22.11.2024
COCA COLA ZERO,1.89,1,22.11.2024
"PFAND 0,25 EURO",0.25,1,22.11.2024
RBW Produkte -5%,-0.05,1,22.11.2024
ROTKOHL,1.29,2.254,23.11.2024
SOJAGURT NATUR,1.39,2,23.11.2024
HAEHNCHENPFANNE,3.69,1,23.11.2024
RBW Produkte -5%,-0.18,1,23.11.2024
HUEHNERNUDELTOPF,1.99,2,25.11.2024
PASSIERTE TOMATE,1.19,2,25.11.2024
MERCI MOU.CHOC,2.49,1,25.11.2024
CHOCO EDELHERB,1.29,1,25.11.2024
COCA COLA ZERO,1.39,1,25.11.2024
"PFAND 0,25 EURO",0.25,1,25.11.2024
RBW Produkte -5%,-0.12,1,25.11.2024
"Merci 2,29",-0.2,1,25.11.2024
SOJAGURT NATUR,1.39,3,26.11.2024
CORNFLAKES,1.69,1,26.11.2024
CHOCO EDELHERB,1.29,1,26.11.2024
PRINZENROLLE VK,1.49,1,26.11.2024
BIO CAMEMBERT,1.99,1,26.11.2024
"BIO FR.MILCH 3,8",1.25,1,26.11.2024
SOJAGURT NATUR,1.39,2,28.11.2024
M&M S PEANUT,2.22,1,28.11.2024
LEIBNIZ MINIS,1.49,1,28.11.2024
BIO PORR. KAKAO,2.99,2,29.11.2024
HUEHNERNUDELTOPF,1.99,2,29.11.2024
COCA COLA ZERO,1.39,1,29.11.2024
"PFAND 0,25 EURO",0.25,1,29.11.2024
"BIO FR.MILCH 3,8",1.25,1,02.12.2024
SOJAGURT NATUR,1.39,3,02.12.2024
REWE RAHMSPINAT,1.39,1,02.12.2024
HAFERFL. ZART,0.79,1,02.12.2024
RAVIOLI DIAVOLI,1.59,1,02.12.2024
SOJAGURT NATUR,1.39,4,03.12.2024
LITTLE DREAMER,1.99,1,03.12.2024
SOJAGURT NATUR,1.39,3,05.12.2024
BIO PORR. BEERE,2.99,1,05.12.2024
TOFFIFEE 48ER,3.59,1,05.12.2024
ZWIEBEL ROT,1.19,1,05.12.2024
SOJAGURT NATUR,1.39,2,05.12.2024
BLATTSPINAT,2.39,1,05.12.2024
SULTANINEN,1.19,4,05.12.2024
BACKKAKAO,1.99,1,05.12.2024
PASSIERTE TOMATE,1.19,1,05.12.2024
STUECKIGE TOMATE,1.19,1,05.12.2024
COCA COLA,1.59,1,05.12.2024
"PFAND 0,25 EURO",0.25,1,05.12.2024
SOJAGURT NATUR,1.39,2,07.12.2024
CORNFLAKES,1.69,1,07.12.2024
ZITRONE,0.79,1,09.12.2024
KAROTTE,0.79,1,09.12.2024
KUERB. HOKKAIDO,1.49,1.346,09.12.2024
"BIO FR.MILCH 3,8",1.25,1,09.12.2024
KOKOSMILCH,1.29,1,09.12.2024
KARTOFFELN BIO,1.99,1,12.12.2024
ROSENKOHL,0.85,1,12.12.2024
"BIO FR.MILCH 3,8",1.25,1,12.12.2024
BLATTSPINAT,2.39,1,12.12.2024
BIO HAFERKLEIE,1.89,1,12.12.2024
BIO PORR. BEERE,2.99,1,12.12.2024
HERINGSFILET TER,1.11,1,12.12.2024
STUECKIGE TOMATE,1.19,1,12.12.2024
PASSIERTE TOMATE,1.19,2,12.12.2024
"BIO FR.MILCH 3,8",1.25,1,16.12.2024
SOJAGURT NATUR,1.39,4,16.12.2024
SULTANINEN,1.19,2,16.12.2024
ZWIEBEL ROT BIO,1.39,1,17.12.2024
EIER FH RES S-L,1.89,1,17.12.2024
RAPSKERNOEL,1.55,1,17.12.2024
PASSIERTE TOMATE,1.19,2,17.12.2024
SOJAGURT NATUR,1.39,3,18.12.2024
BACKKAKAO,1.99,1,18.12.2024
HUEHNERNUDELTOPF,1.59,3,18.12.2024
ZIMT GEMAHLEN,3.69,1,18.12.2024
LEERG. MW E. ST,-1.25,1,18.12.2024
ZITRONE BIO,0.89,2,19.12.2024
ROTKOHL,0.89,2.116,19.12.2024
SOJAGURT NATUR,1.39,4,20.12.2024
SULTANINEN,1.19,2,20.12.2024
LINSEN-EINTOPF,1.59,2,20.12.2024
RECYCL.TOILETT.,2.45,2,20.12.2024
GNOCCHI,1.89,1,27.12.2024
KARTOFFELN BIO,2.99,1,27.12.2024
WIRSING,1.59,1.384,27.12.2024
SOJAGURT NATUR,1.39,2,27.12.2024
TELLERLINSEN,2.19,1,27.12.2024
BIO EIER S-XL,3.19,1,28.12.2024
"BIO FR.MILCH 3,8",1.25,1,28.12.2024
SOJAGURT NATUR,1.39,4,28.12.2024
CORNFLAKES,1.69,1,28.12.2024
BACKKAKAO,1.99,1,28.12.2024
PASSIERTE TOMATE,1.19,1,28.12.2024
FA,0.88,1,28.12.2024
FA,0.88,1,28.12.2024
OLIV KNOBL 150G,2.29,1,30.12.2024
"BIO FR.MILCH 3,8",1.25,1,30.12.2024
BW ZIMT,2.79,1,30.12.2024
KOKOSMILCH,1.29,2,30.12.2024
BIO KESSELCHIPS,1.59,1,30.12.2024
ZITR.-DIREKTSAFT,1.99,1,30.12.2024
GERAMONT CLASSIC,2.22,1,30.12.2024
ZWIEBEL ROT,1.19,1,30.12.2024
SOJAGURT NATUR,1.11,4,30.12.2024
BIO ROTE LINSEN,1.29,2,30.12.2024
PASSIERTE TOMATE,1.19,3,30.12.2024
